Frame, Build Acceleratoin Structures_CPU, Build Acceleration Structures_CPU, Build Acceleratoin Structures_CPU, Build Acceleration Structures_CPU, Update State_CPU, Scene Update_CPU, Scene Render_CPU, Particle Update_CPU, Disaptch Surfel Fill Acceleration Structures_CPU, Surfel Fill Acceleration Structures : SURFEL COUNT_CPU, Surfel Copy Grid To Input Buffer_CPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : REDUCE_CPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : SCAN_CPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : PROPAGATE INCLUSIVE_CPU, Surfel Fill Acceleration Structures : SURFEL INSERTION_CPU, RenderLightShadows_CPU, Z PrePass_CPU, Opaque_CPU, Cutout_CPU, Generate SSAO_CPU, Decompress and downsample_CPU, Analyze depth volumes_CPU, Blur and upsample_CPU, FillLightGrid_CPU, Main Render_CPU, Render Shadow Map_CPU, Render Color_CPU, Surfel Density Debug Overlay_CPU, Downsampling Depth_CPU, Render HBIL Tri_CPU, Render HBIL_CPU, Surfel Application Compute Shader_CPU, Apply Diffuse Lighting_CPU, Generate Camera Velocity_CPU, Post Effects_CPU, SDR Processing_CPU, Generate Bloom_CPU, Render UI_CPU, UI Block_CPU, Present_CPU, Build Acceleratoin Structures_GPU, Build Acceleration Structures_GPU, Build Acceleratoin Structures_GPU, Build Acceleration Structures_GPU, Update State_GPU, Scene Update_GPU, Scene Render_GPU, Particle Update_GPU, Disaptch Surfel Fill Acceleration Structures_GPU, Surfel Fill Acceleration Structures : SURFEL COUNT_GPU, Surfel Copy Grid To Input Buffer_GPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : REDUCE_GPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : SCAN_GPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : PROPAGATE INCLUSIVE_GPU, Surfel Fill Acceleration Structures : SURFEL INSERTION_GPU, RenderLightShadows_GPU, Z PrePass_GPU, Opaque_GPU, Cutout_GPU, Generate SSAO_GPU, Decompress and downsample_GPU, Analyze depth volumes_GPU, Blur and upsample_GPU, FillLightGrid_GPU, Main Render_GPU, Render Shadow Map_GPU, Render Color_GPU, Surfel Density Debug Overlay_GPU, Downsampling Depth_GPU, Render HBIL Tri_GPU, Render HBIL_GPU, Surfel Application Compute Shader_GPU, Apply Diffuse Lighting_GPU, Generate Camera Velocity_GPU, Post Effects_GPU, SDR Processing_GPU, Generate Bloom_GPU, Render UI_GPU, UI Block_GPU, Present_GPU, 
85, 0, 0, 0, 0, 0.3248, 0.1041, 2.4027, 0.2114, 0, 0, 0, 0, 0, 0, 0, 0.092, 0.3995, 0.2033, 0.11, 0.3947, 0.1068, 0.1092, 0.0971, 0.0852, 0.0851, 0.2052, 0.1782, 0, 0.0912, 0.1968, 0.0918, 0.0931, 0.0933, 0.1084, 0.3859, 0.2529, 0.1579, 1.79, 1.6909, 0.1362, 0, 0, 0, 0, 0, 0, 9.63389, 0.075616, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.109664, 0.104, 0.005664, 0.339648, 0.098432, 0.10176, 0.130432, 0.079264, 0.003456, 0.149088, 0.359968, 0, 1.86957, 6.23517, 0.000928, 0.151296, 0.080224, 0.06816, 0.162144, 0.159168, 0.093184, 0.018272, 0.01824, 0.041568, 
90, 0, 0, 0, 0, 0.3684, 0.0959, 2.5398, 0.2052, 0, 0, 0, 0, 0, 0, 0, 0.0838, 0.4845, 0.1682, 0.2306, 0.4438, 0.1128, 0.1208, 0.0984, 0.0861, 0.0876, 0.1776, 0.1421, 0, 0.1338, 0.2048, 0.0926, 0.0916, 0.0867, 0.0778, 0.3687, 0.248, 0.1587, 1.7438, 1.6453, 0.1369, 0, 0, 0, 0, 0, 0, 9.56602, 0.075296, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.110144, 0.104448, 0.005664, 0.338464, 0.097888, 0.101344, 0.130336, 0.079168, 0.003424, 0.147776, 0.351936, 0, 1.85107, 6.20755, 0.001568, 0.145536, 0.077216, 0.067584, 0.160672, 0.157664, 0.091424, 0.017024, 0.016992, 0.0408, 
90, 0, 0, 0, 0, 2.0165, 0.1295, 2.27, 0.2252, 0, 0, 0, 0, 0, 0, 0, 0.094, 0.3501, 0.1666, 0.1045, 0.3894, 0.1042, 0.107, 0.0974, 0.0855, 0.0848, 0.184, 0.1529, 0, 0.0847, 0.186, 0.0861, 0.0918, 0.0894, 0.086, 0.3811, 0.255, 0.1638, 1.7706, 1.67, 0.1366, 0, 0, 0, 0, 0, 3.2e-05, 9.57267, 0.072736, 0, 0, 0, 0, 0, 0, 0, 0, 0.108768, 0.103296, 0.00544, 0.338208, 0.095968, 0.103008, 0.13024, 0.078048, 0.003488, 0.147296, 0.347712, 0, 1.85085, 6.22234, 0.003232, 0.14592, 0.07712, 0.068192, 0.1616, 0.158528, 0.09184, 0.015776, 0.015776, 0.042592, 
90, 0, 0, 0, 0, 0.381, 0.1116, 2.3265, 0.2191, 0, 0, 0, 0, 0, 0, 0, 0.0995, 0.3767, 0.18, 0.1077, 0.3901, 0.1059, 0.1072, 0.0937, 0.0856, 0.0874, 0.175, 0.1501, 0, 0.0857, 0.1965, 0.0913, 0.0955, 0.09, 0.0864, 0.3609, 0.2461, 0.1529, 1.7077, 1.6163, 0.1378, 0, 0, 0, 0, 0, 0, 9.60243, 0.079936, 0, 0, 0, 0, 0, 0, 0, 0, 0.11152, 0.10576, 0.005728, 0.342464, 0.098848, 0.103552, 0.131008, 0.078976, 0.003488, 0.149664, 0.350624, 0, 1.85862, 6.2225, 0.001536, 0.147616, 0.077856, 0.068288, 0.162176, 0.159168, 0.092384, 0.018144, 0.018112, 0.040864, 
90, 0, 0, 0, 0, 0.3036, 0.0928, 2.4072, 0.2099, 0, 0, 0, 0, 0, 0, 0, 0.0899, 0.4171, 0.1896, 0.1438, 0.4279, 0.1086, 0.1255, 0.0989, 0.0864, 0.0899, 0.1869, 0.1781, 0, 0.0833, 0.1822, 0.0835, 0.0873, 0.1137, 0.0877, 0.3802, 0.2453, 0.1536, 1.6592, 1.5618, 0.1331, 0, 0, 0, 0, 0, 0, 9.54019, 0.073792, 0, 0, 0, 0, 0, 0, 0, 0, 0.109792, 0.103872, 0.005888, 0.339648, 0.097824, 0.10224, 0.130624, 0.077632, 0.003328, 0.147616, 0.3464, 0, 1.84022, 6.19485, 0.001632, 0.14528, 0.07744, 0.067872, 0.162048, 0.158976, 0.092704, 0.017248, 0.017216, 0.039648, 
90, 0, 0, 0, 0, 0.3439, 0.1267, 2.5111, 0.2464, 0, 0, 0, 0, 0, 0, 0, 0.0904, 0.4438, 0.1964, 0.1501, 0.4704, 0.1319, 0.1213, 0.1003, 0.081, 0.0912, 0.1862, 0.1494, 0, 0.0859, 0.2155, 0.1067, 0.0958, 0.0943, 0.0871, 0.4031, 0.2621, 0.1658, 1.7361, 1.6289, 0.1512, 0, 0, 0, 0, 0, 0, 10.1126, 0.06976, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.10896, 0.103008, 0.00592, 0.341504, 0.097472, 0.103648, 0.13104, 0.077568, 0.003488, 0.148096, 0.348352, 0, 1.82707, 6.7833, 0.001536, 0.147392, 0.077152, 0.068, 0.160992, 0.158016, 0.09104, 0.016128, 0.016128, 0.039776, 
95, 0, 0, 0, 0, 0.3407, 0.1024, 2.3845, 0.2999, 0, 0, 0, 0, 0, 0, 0, 0.0918, 0.3612, 0.1716, 0.1088, 0.3887, 0.1046, 0.1084, 0.0947, 0.0839, 0.0875, 0.1816, 0.1524, 0, 0.0864, 0.1936, 0.0893, 0.0913, 0.097, 0.0957, 0.3533, 0.2408, 0.1524, 2.0516, 1.9589, 0.1437, 0, 0, 0, 0, 0, 0, 11.1987, 0.072704, 0, 0, 0, 0, 0, 0, 0, 0, 0.10832, 0.10256, 0.005696, 0.342688, 0.096768, 0.103136, 0.131744, 0.082176, 0.00544, 0.14752, 0.35088, 0, 2.99226, 6.68675, 0.002944, 0.148512, 0.078176, 0.069152, 0.16304, 0.159968, 0.09312, 0.018144, 0.018112, 0.041408, 
95, 0, 0, 0, 0, 1.9048, 0.1038, 2.1847, 0.1988, 0, 0, 0, 0, 0, 0, 0, 0.0849, 0.3428, 0.1655, 0.1014, 0.3769, 0.1018, 0.1031, 0.089, 0.0793, 0.0811, 0.1838, 0.1414, 0, 0.084, 0.1805, 0.0824, 0.0888, 0.0889, 0.0817, 0.3419, 0.2371, 0.1538, 1.6712, 1.5689, 0.1261, 0, 0, 0, 0, 0, 0, 9.53965, 0.078176, 0, 0, 0, 0, 0, 0, 0, 0, 0.11024, 0.10432, 0.005824, 0.340672, 0.098464, 0.101984, 0.131168, 0.07904, 0.00352, 0.14752, 0.356416, 0, 1.81354, 6.20531, 0.001536, 0.147456, 0.077696, 0.068576, 0.162144, 0.159008, 0.092608, 0.017984, 0.017952, 0.039328, 
95, 0, 0, 0, 0, 0.2962, 0.0964, 2.2288, 0.1998, 0, 0, 0, 0, 0, 0, 0, 0.09, 0.3762, 0.1823, 0.1093, 0.4105, 0.1092, 0.1088, 0.0998, 0.0801, 0.0784, 0.1718, 0.1459, 0, 0.0818, 0.1809, 0.0854, 0.0859, 0.0871, 0.0834, 0.3805, 0.2455, 0.1507, 1.8251, 1.7244, 0.1448, 0, 0, 0, 0, 0, 3.2e-05, 9.55488, 0.074976, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.1088, 0.103232, 0.005536, 0.341216, 0.098752, 0.10272, 0.130688, 0.07904, 0.00352, 0.1472, 0.3504, 0, 1.80061, 6.24739, 0.001536, 0.145248, 0.077248, 0.067392, 0.161664, 0.158656, 0.092512, 0.01712, 0.01712, 0.041216, 
95, 0, 0, 0, 0, 0.2979, 0.0925, 2.0996, 0.2035, 0, 0, 0, 0, 0, 0, 0, 0.0918, 0.3401, 0.157, 0.1035, 0.38, 0.1016, 0.1013, 0.0944, 0.0783, 0.0742, 0.1582, 0.1393, 0, 0.0765, 0.1648, 0.0763, 0.0855, 0.0874, 0.0743, 0.3732, 0.2453, 0.153, 1.8385, 1.7227, 0.1506, 0, 0, 0, 0, 0, 6.4e-05, 9.5241, 0.071456, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.109152, 0.103584, 0.005536, 0.340192, 0.0968, 0.103168, 0.131232, 0.077824, 0.003488, 0.14832, 0.348608, 0, 1.79821, 6.22672, 0.001536, 0.14544, 0.076928, 0.066752, 0.160544, 0.157504, 0.091168, 0.016096, 0.016096, 0.039808, 
95, 0, 0, 0, 0, 0.2848, 0.0922, 2.2374, 0.1963, 0, 0, 0, 0, 0, 0, 0, 0.0851, 0.3474, 0.1649, 0.1001, 0.3832, 0.1001, 0.1094, 0.0939, 0.0768, 0.0822, 0.1636, 0.1347, 0, 0.1067, 0.1978, 0.0893, 0.0824, 0.0818, 0.0831, 0.3634, 0.2374, 0.1475, 2.3573, 2.2614, 0.1249, 0, 0, 0, 0, 0, 3.2e-05, 9.51219, 0.092256, 0, 0, 0, 0, 0, 0, 0, 0, 0.108608, 0.102976, 0.005568, 0.337792, 0.096576, 0.101856, 0.130368, 0.078336, 0.00352, 0.14736, 0.346976, 0, 1.79718, 6.19987, 0.001504, 0.145088, 0.07696, 0.067648, 0.161664, 0.158688, 0.092256, 0.016032, 0.016032, 0.039808, 
100, 0, 0, 0, 0, 0.2887, 0.0929, 2.1422, 0.2103, 0, 0, 0, 0, 0, 0, 0, 0.0818, 0.3358, 0.1606, 0.1005, 0.4175, 0.1154, 0.1266, 0.0945, 0.0804, 0.075, 0.1567, 0.1401, 0, 0.0751, 0.1648, 0.0751, 0.0863, 0.0884, 0.0769, 0.3244, 0.219, 0.1379, 1.7632, 1.665, 0.2581, 0, 0, 0, 0, 0, 0, 9.51891, 0.069728, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.107872, 0.101984, 0.005824, 0.340416, 0.097504, 0.103296, 0.130624, 0.077632, 0.003488, 0.148, 0.347552, 0, 1.79853, 6.22531, 0.001632, 0.145728, 0.077216, 0.067424, 0.160512, 0.157504, 0.091008, 0.015968, 0.015936, 0.039712, 
100, 0, 0, 0, 0, 1.9346, 0.1191, 2.1298, 0.197, 0, 0, 0, 0, 0, 0, 0, 0.082, 0.3391, 0.159, 0.1029, 0.3739, 0.0988, 0.1029, 0.0945, 0.0807, 0.0827, 0.1702, 0.1444, 0, 0.0762, 0.1752, 0.0822, 0.0868, 0.0861, 0.0798, 0.4505, 0.248, 0.1498, 1.6407, 1.5491, 0.1463, 0, 0, 0, 0, 0, 0, 9.52608, 0.071488, 0, 0, 0, 0, 0, 0, 0, 0, 0.110048, 0.104064, 0.00592, 0.33984, 0.097472, 0.102912, 0.13056, 0.078304, 0.003456, 0.148416, 0.34832, 0, 1.79542, 6.22918, 0.001536, 0.145472, 0.077056, 0.068224, 0.160896, 0.157632, 0.091392, 0.016128, 0.016096, 0.039552, 
100, 0, 0, 0, 0, 0.3191, 0.1042, 2.2418, 0.2689, 0, 0, 0, 0, 0, 0, 0, 0.1025, 0.341, 0.1622, 0.1005, 0.375, 0.1018, 0.1016, 0.0916, 0.082, 0.0843, 0.1656, 0.1409, 0, 0.0814, 0.1809, 0.0858, 0.0845, 0.0858, 0.0812, 0.4766, 0.2872, 0.1546, 1.8178, 1.7215, 0.1363, 0, 0, 0, 0, 0, 3.2e-05, 9.44669, 0.072448, 0, 0, 0, 0, 0, 0, 0, 0, 0.109792, 0.103808, 0.005984, 0.337824, 0.095936, 0.101888, 0.131008, 0.07728, 0.00336, 0.147808, 0.347392, 0, 1.73606, 6.21437, 0.001536, 0.145312, 0.077024, 0.067616, 0.160352, 0.157376, 0.09104, 0.015808, 0.015808, 0.043168, 
100, 0, 0, 0, 0, 0.2889, 0.0924, 2.4342, 0.1882, 0, 0, 0, 0, 0, 0, 0, 0.1321, 0.4744, 0.1682, 0.2126, 0.384, 0.1067, 0.099, 0.09, 0.0802, 0.0783, 0.2441, 0.1692, 0, 0.0858, 0.1794, 0.0819, 0.0877, 0.0887, 0.0802, 0.3893, 0.2549, 0.1623, 1.7564, 1.6555, 0.1332, 0, 0, 0, 0, 0, 3.2e-05, 9.56659, 0.072032, 0, 0, 0, 0, 0, 0, 0, 0, 0.108672, 0.103264, 0.005344, 0.33744, 0.096192, 0.101536, 0.130784, 0.077408, 0.003328, 0.15072, 0.355296, 0, 1.81229, 6.23184, 0.00112, 0.148096, 0.077632, 0.068416, 0.16272, 0.159744, 0.092704, 0.018048, 0.017984, 0.040736, 
100, 0, 0, 0, 0, 0.3597, 0.1371, 2.5947, 0.1924, 0, 0, 0, 0, 0, 0, 0, 0.0843, 0.3456, 0.1639, 0.1013, 0.5928, 0.1138, 0.1076, 0.1723, 0.1162, 0.1233, 0.2325, 0.1512, 0, 0.0949, 0.2124, 0.0934, 0.0938, 0.0909, 0.0822, 0.3567, 0.2475, 0.1582, 2.6779, 2.5536, 0.1837, 0, 0, 0, 0, 0, 3.2e-05, 9.54611, 0.084832, 0, 0, 0, 0, 0, 0, 0, 0, 0.109184, 0.103584, 0.0056, 0.342368, 0.098304, 0.10448, 0.130624, 0.079168, 0.003488, 0.146624, 0.347904, 0, 1.81786, 6.21312, 0.00192, 0.145664, 0.077216, 0.067872, 0.162208, 0.159232, 0.092928, 0.01712, 0.01712, 0.040832, 
105, 0, 0, 0, 0, 0.4377, 0.1153, 2.4298, 0.3026, 0, 0, 0, 0, 0, 0, 0, 0.0873, 0.4651, 0.1579, 0.2275, 0.4272, 0.1017, 0.1037, 0.1409, 0.0818, 0.0818, 0.1748, 0.1403, 0, 0.0807, 0.173, 0.08, 0.0866, 0.0839, 0.0775, 0.374, 0.2499, 0.1567, 2.2631, 2.1628, 0.1268, 0, 0, 0, 0, 0, 0, 10.158, 0.071168, 0, 0, 0, 0, 0, 0, 0, 0, 0.108864, 0.102944, 0.005856, 0.36048, 0.09808, 0.102144, 0.1512, 0.077376, 0.00336, 0.14768, 0.347136, 0, 1.8305, 6.80957, 0.001504, 0.146464, 0.077216, 0.066656, 0.160864, 0.157824, 0.091552, 0.016128, 0.016128, 0.03968, 
105, 0, 0, 0, 0, 1.9541, 0.1069, 2.1572, 0.1925, 0, 0, 0, 0, 0, 0, 0, 0.0824, 0.3444, 0.1664, 0.1002, 0.3726, 0.0983, 0.1033, 0.0898, 0.0807, 0.0914, 0.1672, 0.1369, 0, 0.0762, 0.1837, 0.0902, 0.0903, 0.0951, 0.0864, 0.3929, 0.2633, 0.1493, 2.3904, 2.2962, 0.1299, 0, 0, 0, 0, 0, 3.2e-05, 9.56144, 0.071328, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.110336, 0.104384, 0.00592, 0.33856, 0.096, 0.102816, 0.130784, 0.077504, 0.003552, 0.148288, 0.34752, 0, 1.8264, 6.23184, 0.00064, 0.145632, 0.07696, 0.068032, 0.160064, 0.157056, 0.091072, 0.01584, 0.01584, 0.039648, 
105, 0, 0, 0, 0, 0.3088, 0.1009, 2.3601, 0.2099, 0, 0, 0, 0, 0, 0, 0, 0.1124, 0.3775, 0.1839, 0.1084, 0.4041, 0.1057, 0.113, 0.1, 0.0891, 0.0884, 0.1858, 0.1579, 0, 0.0888, 0.1983, 0.0916, 0.0989, 0.0933, 0.0888, 0.3954, 0.2573, 0.1628, 1.6531, 1.5533, 0.1351, 0, 0, 0, 0, 0, 0, 10.1794, 0.070624, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.109792, 0.104128, 0.005632, 0.339872, 0.09648, 0.103488, 0.13088, 0.077888, 0.003456, 0.148096, 0.348704, 0, 1.8208, 6.8583, 0.001536, 0.146912, 0.077024, 0.06672, 0.16112, 0.15808, 0.091744, 0.016544, 0.016512, 0.039648, 
105, 0, 0, 0, 0, 0.3285, 0.1029, 2.4314, 0.323, 0, 0, 0, 0, 0, 0, 0, 0.0976, 0.3663, 0.1683, 0.1152, 0.4048, 0.1096, 0.1085, 0.098, 0.0877, 0.0894, 0.1765, 0.1476, 0, 0.0838, 0.1846, 0.0859, 0.094, 0.0901, 0.087, 0.3781, 0.249, 0.158, 2.0258, 1.9271, 0.143, 0, 0, 0, 0, 0, 0, 11.2299, 0.070528, 0, 0, 0, 0, 0, 0, 0, 0, 0.10032, 0.094624, 0.005632, 0.339712, 0.09728, 0.102368, 0.130912, 0.077856, 0.003328, 0.147776, 0.354048, 0, 3.07318, 6.65434, 0.002304, 0.148704, 0.07776, 0.06816, 0.161952, 0.158912, 0.092032, 0.017888, 0.017856, 0.0408, 
105, 0, 0, 0, 0, 0.3234, 0.0971, 2.3201, 0.2188, 0, 0, 0, 0, 0, 0, 0, 0.0861, 0.3385, 0.1598, 0.1036, 0.3788, 0.1033, 0.1011, 0.0947, 0.0794, 0.078, 0.2571, 0.177, 0, 0.0893, 0.1915, 0.0886, 0.0905, 0.0923, 0.0839, 0.3856, 0.252, 0.1542, 2.5371, 2.3221, 0.1331, 0, 0, 0, 0, 0, 3.2e-05, 8.94, 0.076192, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.108864, 0.103136, 0.005696, 0.340256, 0.097728, 0.10272, 0.130848, 0.078912, 0.003488, 0.147616, 0.351808, 0, 1.1945, 6.22778, 0.000576, 0.1456, 0.076576, 0.067584, 0.16272, 0.159744, 0.092544, 0.01632, 0.016288, 0.042688, 
110, 0, 0, 0, 0, 0.3436, 0.1047, 2.4952, 0.2203, 0, 0, 0, 0, 0, 0, 0, 0.0919, 0.5272, 0.3003, 0.1368, 0.4147, 0.1167, 0.1126, 0.0978, 0.0908, 0.0929, 0.1866, 0.1503, 0, 0.0848, 0.1937, 0.0891, 0.0932, 0.0893, 0.0865, 0.3897, 0.2541, 0.1593, 1.8801, 1.7824, 0.1542, 0, 0, 0, 0, 0, 0, 9.45859, 0.071968, 0, 0, 0, 0, 0, 0, 0, 0, 0.110208, 0.104384, 0.00576, 0.338944, 0.09632, 0.102112, 0.13152, 0.077952, 0.003456, 0.147296, 0.347264, 0, 1.74509, 6.21456, 0.001504, 0.145696, 0.076928, 0.067648, 0.160384, 0.157312, 0.091264, 0.015744, 0.015712, 0.039808, 
110, 0, 0, 0, 0, 1.9676, 0.1149, 2.4158, 0.2184, 0, 0, 0, 0, 0, 0, 0, 0.0967, 0.3906, 0.1738, 0.1313, 0.4679, 0.1121, 0.1338, 0.1101, 0.0859, 0.0868, 0.1848, 0.1618, 0, 0.0883, 0.1834, 0.0842, 0.0894, 0.0917, 0.0902, 0.3739, 0.2487, 0.154, 1.8394, 1.7325, 0.2278, 0, 0, 0, 0, 0, 0, 9.41629, 0.072096, 0, 0, 0, 0, 0, 0, 0, 0, 0.107488, 0.10176, 0.005696, 0.338336, 0.096672, 0.102016, 0.130688, 0.077952, 0.00352, 0.147392, 0.347744, 0, 1.72141, 6.19907, 0.001856, 0.145536, 0.077664, 0.067552, 0.160576, 0.157536, 0.091392, 0.015712, 0.01568, 0.03968, 
110, 0, 0, 0, 0, 0.3591, 0.0956, 2.4002, 0.2125, 0, 0, 0, 0, 0, 0, 0, 0.1026, 0.3759, 0.1627, 0.1192, 0.4294, 0.1016, 0.1286, 0.1025, 0.0848, 0.0906, 0.1871, 0.1551, 0, 0.0887, 0.2032, 0.0893, 0.0923, 0.1124, 0.0968, 0.3573, 0.2465, 0.1565, 1.7981, 1.6863, 0.1646, 0, 0, 0, 0, 0, 3.2e-05, 9.45971, 0.071136, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.108352, 0.102656, 0.005664, 0.351904, 0.09696, 0.102816, 0.130496, 0.077504, 0.003456, 0.146944, 0.347808, 0, 1.72144, 6.23107, 0.001536, 0.14608, 0.076928, 0.067296, 0.160544, 0.157504, 0.0912, 0.015936, 0.015904, 0.039712, 
110, 0, 0, 0, 0, 0.3289, 0.1026, 2.5304, 0.2111, 0, 0, 0, 0, 0, 0, 0, 0.098, 0.5082, 0.1748, 0.2472, 0.4161, 0.1143, 0.1079, 0.0979, 0.0854, 0.0866, 0.1857, 0.1543, 0, 0.0846, 0.1879, 0.0868, 0.0896, 0.1004, 0.0885, 0.3823, 0.2551, 0.1565, 1.7316, 1.629, 0.1537, 0, 0, 0, 0, 0, 0, 9.51283, 0.071712, 0, 0, 0, 0, 0, 0, 0, 0, 0.10912, 0.103552, 0.005504, 0.339392, 0.097056, 0.102592, 0.130816, 0.07776, 0.003328, 0.14784, 0.347616, 0, 1.80365, 6.21229, 0.001536, 0.145312, 0.07696, 0.067424, 0.161472, 0.158272, 0.091712, 0.016, 0.016, 0.039648, 
110, 0, 0, 0, 0, 0.3059, 0.0965, 2.2727, 0.2067, 0, 0, 0, 0, 0, 0, 0, 0.0873, 0.366, 0.1732, 0.1085, 0.408, 0.1095, 0.1108, 0.0997, 0.0866, 0.0894, 0.1797, 0.1512, 0, 0.0881, 0.1868, 0.0863, 0.0901, 0.0896, 0.084, 0.3649, 0.232, 0.143, 1.6286, 1.5421, 0.1209, 0, 0, 0, 0, 0, 3.2e-05, 9.45462, 0.07232, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.10944, 0.103584, 0.005792, 0.338496, 0.095808, 0.102688, 0.130784, 0.07792, 0.003488, 0.1472, 0.347488, 0, 1.73491, 6.22202, 0.001536, 0.146112, 0.077088, 0.067872, 0.161024, 0.157888, 0.091328, 0.01584, 0.015776, 0.039776, 
115, 0, 0, 0, 0, 0.3248, 0.0972, 2.3673, 0.2559, 0, 0, 0, 0, 0, 0, 0, 0.1177, 0.361, 0.1664, 0.1093, 0.399, 0.1042, 0.1094, 0.101, 0.0868, 0.0846, 0.1797, 0.153, 0, 0.0859, 0.192, 0.0896, 0.0909, 0.0891, 0.0895, 0.3846, 0.2471, 0.1531, 1.788, 1.6799, 0.1433, 0, 0, 0, 0, 0, 0, 8.91786, 0.073184, 0, 0, 0, 0, 0, 0, 0, 0, 0.104896, 0.0992, 0.005696, 0.33744, 0.095744, 0.102528, 0.13024, 0.077504, 0.003424, 0.148768, 0.347264, 0, 1.19418, 6.23197, 0.001568, 0.1456, 0.07632, 0.06736, 0.16096, 0.157952, 0.091616, 0.014784, 0.014784, 0.039648, 
115, 0, 0, 0, 0, 1.9151, 0.1196, 2.4445, 0.2285, 0, 0, 0, 0, 0, 0, 0, 0.0873, 0.3378, 0.1602, 0.099, 0.4312, 0.1269, 0.1136, 0.1039, 0.0883, 0.0911, 0.1891, 0.1614, 0, 0.1051, 0.1995, 0.0905, 0.0989, 0.0959, 0.095, 0.4751, 0.2897, 0.1701, 2.0637, 1.956, 0.2846, 0, 0, 0, 0, 0, 0, 9.49949, 0.092896, 0, 0, 0, 0, 0, 0, 0, 0, 0.109056, 0.103264, 0.005792, 0.339968, 0.097216, 0.102848, 0.13088, 0.077824, 0.00352, 0.150432, 0.358528, 0, 1.72586, 6.22918, 0.001568, 0.150976, 0.07968, 0.06832, 0.16208, 0.158944, 0.092384, 0.018496, 0.018496, 0.041536, 
115, 0, 0, 0, 0, 0.3375, 0.1015, 2.5524, 0.2219, 0, 0, 0, 0, 0, 0, 0, 0.0947, 0.5317, 0.3057, 0.1352, 0.4469, 0.1222, 0.1294, 0.1009, 0.0878, 0.0887, 0.1882, 0.1511, 0, 0.0833, 0.1911, 0.0875, 0.0955, 0.0955, 0.0899, 0.568, 0.3917, 0.2439, 1.9925, 1.8441, 0.1694, 0, 0, 0, 0, 0, 3.2e-05, 9.48314, 0.075808, 0, 0, 0, 0, 0, 0, 0, 0, 0.112192, 0.106144, 0.006016, 0.341312, 0.099008, 0.102784, 0.13056, 0.079104, 0.003456, 0.14768, 0.351648, 0, 1.74592, 6.22544, 0.001536, 0.1456, 0.077024, 0.067552, 0.160768, 0.157728, 0.091744, 0.017504, 0.017504, 0.043616, 
115, 0, 0, 0, 0, 0.3544, 0.1137, 2.4239, 0.2913, 0, 0, 0, 0, 0, 0, 0, 0.0881, 0.3687, 0.1806, 0.1119, 0.3849, 0.1061, 0.1029, 0.0932, 0.0846, 0.0866, 0.1775, 0.1541, 0, 0.0968, 0.2023, 0.0911, 0.0973, 0.0956, 0.0862, 0.3825, 0.2481, 0.1551, 1.6661, 1.5718, 0.1394, 0, 0, 0, 0, 0, 3.2e-05, 9.45315, 0.07152, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.109184, 0.103424, 0.005696, 0.33952, 0.096928, 0.102784, 0.130784, 0.077344, 0.00336, 0.148832, 0.347584, 0, 1.73491, 6.21894, 0.001504, 0.145568, 0.077632, 0.068, 0.160416, 0.15744, 0.091264, 0.016192, 0.016192, 0.040096, 
115, 0, 0, 0, 0, 0.3203, 0.1018, 2.3762, 0.2202, 0, 0, 0, 0, 0, 0, 0, 0.0916, 0.3746, 0.1801, 0.1075, 0.3997, 0.1044, 0.1115, 0.1004, 0.0892, 0.0893, 0.2033, 0.1587, 0, 0.0871, 0.1989, 0.0916, 0.0965, 0.1007, 0.0902, 0.4075, 0.2635, 0.1691, 1.7682, 1.6597, 0.1371, 0, 0, 0, 0, 0, 0, 9.46435, 0.07184, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.108448, 0.10272, 0.005696, 0.338912, 0.096192, 0.102464, 0.13104, 0.077504, 0.003488, 0.146688, 0.346976, 0, 1.74477, 6.22413, 0.001536, 0.1456, 0.077184, 0.067904, 0.161024, 0.157888, 0.091584, 0.015872, 0.015872, 0.039808, 
