Frame, Build Acceleratoin Structures_CPU, Build Acceleration Structures_CPU, Build Acceleratoin Structures_CPU, Build Acceleration Structures_CPU, Update State_CPU, Scene Update_CPU, Scene Render_CPU, Particle Update_CPU, Disaptch Surfel Fill Acceleration Structures_CPU, Surfel Fill Acceleration Structures : SURFEL COUNT_CPU, Surfel Copy Grid To Input Buffer_CPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : REDUCE_CPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : SCAN_CPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : PROPAGATE INCLUSIVE_CPU, Surfel Fill Acceleration Structures : SURFEL INSERTION_CPU, RenderLightShadows_CPU, Z PrePass_CPU, Opaque_CPU, Cutout_CPU, Generate SSAO_CPU, Decompress and downsample_CPU, Analyze depth volumes_CPU, Blur and upsample_CPU, FillLightGrid_CPU, Main Render_CPU, Render Shadow Map_CPU, Render Color_CPU, Surfel Density Debug Overlay_CPU, Downsampling Depth_CPU, Render HBIL Tri_CPU, Render HBIL_CPU, Surfel Application Compute Shader_CPU, Apply Diffuse Lighting_CPU, Generate Camera Velocity_CPU, Post Effects_CPU, SDR Processing_CPU, Generate Bloom_CPU, Render UI_CPU, UI Block_CPU, Present_CPU, Build Acceleratoin Structures_GPU, Build Acceleration Structures_GPU, Build Acceleratoin Structures_GPU, Build Acceleration Structures_GPU, Update State_GPU, Scene Update_GPU, Scene Render_GPU, Particle Update_GPU, Disaptch Surfel Fill Acceleration Structures_GPU, Surfel Fill Acceleration Structures : SURFEL COUNT_GPU, Surfel Copy Grid To Input Buffer_GPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : REDUCE_GPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : SCAN_GPU, Surfel Fill Acceleration Structures : SURFEL PREFIX SUM : PROPAGATE INCLUSIVE_GPU, Surfel Fill Acceleration Structures : SURFEL INSERTION_GPU, RenderLightShadows_GPU, Z PrePass_GPU, Opaque_GPU, Cutout_GPU, Generate SSAO_GPU, Decompress and downsample_GPU, Analyze depth volumes_GPU, Blur and upsample_GPU, FillLightGrid_GPU, Main Render_GPU, Render Shadow Map_GPU, Render Color_GPU, Surfel Density Debug Overlay_GPU, Downsampling Depth_GPU, Render HBIL Tri_GPU, Render HBIL_GPU, Surfel Application Compute Shader_GPU, Apply Diffuse Lighting_GPU, Generate Camera Velocity_GPU, Post Effects_GPU, SDR Processing_GPU, Generate Bloom_GPU, Render UI_GPU, UI Block_GPU, Present_GPU, 
25, 0, 0, 0, 0, 0.294, 0.0918, 2.7182, 0.1911, 0, 0, 0, 0, 0, 0, 0, 0.085, 0.342, 0.1562, 0.1051, 0.3975, 0.1062, 0.1073, 0.0993, 0.1337, 0.1254, 0.2345, 0.2084, 0, 0.1194, 0.2079, 0.0917, 0.0981, 0.1507, 0.235, 0.3631, 0.2506, 0.1596, 2.7508, 2.6318, 0.171, 0, 0, 0, 0, 0, 3.2e-05, 9.9456, 0.07152, 0, 0, 0, 0, 0, 0, 0, 0, 0.107264, 0.1016, 0.005632, 0.339296, 0.097536, 0.102688, 0.130144, 0.079616, 0.003328, 0.149088, 0.356192, 0, 1.1944, 7.2352, 0.000544, 0.149056, 0.078176, 0.069088, 0.164768, 0.16176, 0.094592, 0.017888, 0.017888, 0.039264, 
25, 0, 0, 0, 0, 0.3084, 0.093, 2.3466, 0.2007, 0, 0, 0, 0, 0, 0, 0, 0.0842, 0.3363, 0.1556, 0.1016, 0.3949, 0.106, 0.1112, 0.0961, 0.0836, 0.0845, 0.1743, 0.1747, 0, 0.14, 0.2141, 0.0965, 0.0922, 0.0934, 0.0855, 0.4433, 0.3137, 0.1655, 1.609, 1.5082, 0.1267, 0, 0, 0, 0, 0, 3.2e-05, 9.85075, 0.072448, 0, 0, 0, 0, 0, 0, 0, 0, 0.105792, 0.1, 0.00576, 0.339712, 0.0968, 0.102976, 0.131072, 0.078432, 0.00336, 0.148608, 0.352064, 0, 1.63008, 6.70726, 0.001824, 0.147648, 0.0776, 0.068192, 0.163168, 0.160128, 0.093408, 0.017024, 0.017024, 0.038752, 
25, 0, 0, 0, 0, 0.2712, 0.0922, 2.2662, 0.1922, 0, 0, 0, 0, 0, 0, 0, 0.0966, 0.3545, 0.1626, 0.1074, 0.3922, 0.1034, 0.1096, 0.0959, 0.0838, 0.0848, 0.1829, 0.1542, 0, 0.1015, 0.2057, 0.0909, 0.0865, 0.0891, 0.0821, 0.5763, 0.3991, 0.2457, 2.4344, 2.2803, 0.1798, 0, 0, 0, 0, 0, 0, 9.91296, 0.07376, 0, 0, 0, 0, 0, 0, 0, 0, 0.105248, 0.099424, 0.005792, 0.33984, 0.09664, 0.10304, 0.131296, 0.078432, 0.003456, 0.147872, 0.351776, 0, 1.19312, 7.2071, 0.000544, 0.147488, 0.079104, 0.06768, 0.162976, 0.16, 0.0928, 0.015872, 0.015808, 0.038784, 
30, 0, 0, 0, 0, 0.3425, 0.1068, 2.3409, 0.2143, 0, 0, 0, 0, 0, 0, 0, 0.0981, 0.3841, 0.1724, 0.1244, 0.4134, 0.1103, 0.1141, 0.0989, 0.0867, 0.0893, 0.1792, 0.1512, 0, 0.0969, 0.1851, 0.0842, 0.0914, 0.0961, 0.0835, 0.4248, 0.2639, 0.1651, 1.7459, 1.6443, 0.1429, 0, 0, 0, 0, 0, 0, 10.2296, 0.071584, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.555456, 0.098272, 0.45712, 0.339744, 0.097216, 0.102656, 0.130912, 0.078496, 0.003392, 0.148864, 0.353056, 0, 1.72573, 6.2385, 0.00192, 0.454624, 0.077248, 0.06896, 0.615872, 0.6128, 0.545248, 0.016192, 0.016192, 0.03872, 
30, 0, 0, 0, 0, 1.8462, 0.1047, 2.4357, 0.2352, 0, 0, 0, 0, 0, 0, 0, 0.0994, 0.3826, 0.1801, 0.1122, 0.4226, 0.1114, 0.1188, 0.1054, 0.0896, 0.0983, 0.1906, 0.1577, 0, 0.0891, 0.2102, 0.0909, 0.0947, 0.0952, 0.0911, 0.3825, 0.2704, 0.1827, 1.7312, 1.6127, 0.1419, 0, 0, 0, 0, 0, 0, 9.95466, 0.073184, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.105344, 0.099584, 0.005728, 0.883936, 0.64048, 0.103136, 0.1312, 0.078048, 0.003424, 0.14864, 0.352032, 0, 1.19507, 6.70938, 0.000576, 0.147648, 0.077856, 0.068384, 0.161184, 0.158048, 0.091872, 0.015744, 0.015712, 0.040384, 
30, 0, 0, 0, 0, 0.334, 0.1067, 2.3733, 0.218, 0, 0, 0, 0, 0, 0, 0, 0.0933, 0.388, 0.1793, 0.1238, 0.4254, 0.1153, 0.1171, 0.1011, 0.0867, 0.0866, 0.1778, 0.1521, 0, 0.0969, 0.1963, 0.0898, 0.0976, 0.0987, 0.0871, 0.3802, 0.253, 0.1617, 1.6623, 1.5601, 0.1359, 0, 0, 0, 0, 0, 0, 9.95677, 0.073024, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.117024, 0.111296, 0.005696, 0.8984, 0.097888, 0.102336, 0.689024, 0.07792, 0.00336, 0.148576, 0.351904, 0, 1.1951, 6.68406, 0.000576, 0.14944, 0.077824, 0.068352, 0.161312, 0.158272, 0.091808, 0.016352, 0.01632, 0.040384, 
30, 0, 0, 0, 0, 0.328, 0.1029, 2.4145, 0.2778, 0, 0, 0, 0, 0, 0, 0, 0.1044, 0.345, 0.1582, 0.1023, 0.4331, 0.1374, 0.1211, 0.0966, 0.0839, 0.0935, 0.187, 0.1547, 0, 0.0889, 0.1914, 0.0893, 0.0908, 0.0896, 0.0883, 0.3807, 0.2498, 0.1547, 2.2767, 2.1805, 0.133, 0, 0, 0, 0, 0, 3.2e-05, 10.3646, 0.072736, 0, 0, 0, 0, 0, 0, 0, 0, 0.116704, 0.11088, 0.005728, 0.861568, 0.097856, 0.10304, 0.65168, 0.07808, 0.003328, 0.147648, 0.352352, 0, 1.59987, 6.72723, 0.000576, 0.14736, 0.077728, 0.068352, 0.161504, 0.158336, 0.091808, 0.01632, 0.01632, 0.040192, 
30, 0, 0, 0, 0, 0.7006, 0.4394, 2.5808, 0.2127, 0, 0, 0, 0, 0, 0, 0, 0.0874, 0.3866, 0.1997, 0.1051, 0.3981, 0.1053, 0.11, 0.0997, 0.1033, 0.0857, 0.245, 0.1672, 0, 0.0938, 0.2009, 0.0903, 0.1579, 0.1226, 0.0929, 0.358, 0.2439, 0.154, 2.6564, 2.5533, 0.2763, 0, 0, 0, 0, 0, 0, 9.93536, 0.07184, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.117792, 0.112032, 0.005696, 0.88592, 0.096704, 0.643584, 0.136288, 0.078816, 0.003328, 0.147712, 0.352416, 0, 1.19635, 6.67683, 0.0016, 0.147136, 0.077312, 0.068096, 0.16096, 0.157952, 0.091584, 0.015744, 0.015712, 0.040544, 
35, 0, 0, 0, 0, 0.3239, 0.1026, 2.2799, 0.204, 0, 0, 0, 0, 0, 0, 0, 0.0892, 0.3652, 0.1727, 0.1085, 0.3959, 0.1042, 0.1097, 0.0974, 0.0888, 0.0853, 0.1832, 0.1542, 0, 0.0861, 0.1906, 0.0886, 0.0973, 0.0926, 0.0849, 0.5541, 0.3157, 0.2006, 3.664, 3.5579, 0.1828, 0, 0, 0, 0, 0, 0, 11.2094, 0.080928, 0, 0, 0, 0, 0, 0, 0, 0, 0.110592, 0.104672, 0.00592, 0.344608, 0.098432, 0.102688, 0.132352, 0.082688, 0.00544, 0.148416, 0.356416, 0, 2.83494, 6.83322, 0.0016, 0.150272, 0.078848, 0.068672, 0.162336, 0.159328, 0.092896, 0.018112, 0.01808, 0.041472, 
35, 0, 0, 0, 0, 1.93, 0.1292, 2.3677, 0.2468, 0, 0, 0, 0, 0, 0, 0, 0.0917, 0.3734, 0.178, 0.1094, 0.4075, 0.1076, 0.1122, 0.0986, 0.0905, 0.0864, 0.1773, 0.1505, 0, 0.0834, 0.1903, 0.0878, 0.094, 0.0956, 0.0876, 0.456, 0.3196, 0.2196, 1.6778, 1.5403, 0.1263, 0, 0, 0, 0, 0, 0, 9.98093, 0.075776, 0, 0, 0, 0, 0, 0, 0, 0, 0.105728, 0.100224, 0.00544, 0.900896, 0.097536, 0.658112, 0.136096, 0.07824, 0.003424, 0.147776, 0.352736, 0, 1.19293, 6.69402, 0.000576, 0.148544, 0.078048, 0.068128, 0.163328, 0.160288, 0.094144, 0.016864, 0.016832, 0.04336, 
35, 0, 0, 0, 0, 0.3243, 0.107, 2.3339, 0.2088, 0, 0, 0, 0, 0, 0, 0, 0.0901, 0.3558, 0.1704, 0.1038, 0.4372, 0.1458, 0.1122, 0.0978, 0.0887, 0.0898, 0.1845, 0.156, 0, 0.0896, 0.197, 0.0915, 0.0917, 0.0926, 0.0879, 0.3909, 0.2547, 0.1572, 1.6574, 1.5599, 0.1363, 0, 0, 0, 0, 0, 0, 10.0018, 0.077344, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.116832, 0.110688, 0.006144, 0.912928, 0.098912, 0.672864, 0.132128, 0.079712, 0.00336, 0.14992, 0.356512, 0, 1.19517, 6.70125, 0.000576, 0.149344, 0.07808, 0.068672, 0.163232, 0.160192, 0.093312, 0.018016, 0.018016, 0.040448, 
35, 0, 0, 0, 0, 0.4957, 0.2533, 2.4132, 0.213, 0, 0, 0, 0, 0, 0, 0, 0.09, 0.3564, 0.1695, 0.1031, 0.4433, 0.1026, 0.1548, 0.102, 0.0943, 0.0914, 0.1826, 0.1518, 0, 0.0863, 0.2317, 0.1213, 0.1009, 0.096, 0.0891, 0.4245, 0.2906, 0.1907, 1.7639, 1.6343, 0.1623, 0, 0, 0, 0, 0, 0, 9.91347, 0.07312, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.11776, 0.111968, 0.005792, 0.89152, 0.09744, 0.653088, 0.132032, 0.078176, 0.003328, 0.147904, 0.353376, 0, 1.19306, 6.64995, 0.000576, 0.147488, 0.077568, 0.068096, 0.161984, 0.159008, 0.092736, 0.017088, 0.017056, 0.039872, 
35, 0, 0, 0, 0, 0.3385, 0.1057, 2.4628, 0.2148, 0, 0, 0, 0, 0, 0, 0, 0.0911, 0.4764, 0.2306, 0.1246, 0.4236, 0.1192, 0.112, 0.1002, 0.0898, 0.0908, 0.1854, 0.157, 0, 0.0901, 0.2002, 0.0908, 0.0906, 0.0913, 0.086, 0.4162, 0.2693, 0.1599, 1.7507, 1.647, 0.1709, 0, 0, 0, 0, 0, 0, 10.2505, 0.074272, 0, 0, 0, 0, 0, 0, 0, 0, 0.114496, 0.10912, 0.005376, 1.19158, 0.09664, 0.952224, 0.133536, 0.077696, 0.003328, 0.148032, 0.351456, 0, 1.19482, 6.68899, 0.001568, 0.147072, 0.07728, 0.06848, 0.161664, 0.158688, 0.092256, 0.015584, 0.015552, 0.03984, 
40, 0, 0, 0, 0, 0.3646, 0.1005, 2.4775, 0.2142, 0, 0, 0, 0, 0, 0, 0, 0.0888, 0.3887, 0.1905, 0.1145, 0.4077, 0.1132, 0.1089, 0.0988, 0.0843, 0.0889, 0.1829, 0.1556, 0, 0.0901, 0.187, 0.0846, 0.1647, 0.1342, 0.1047, 0.4928, 0.3576, 0.1892, 2.1752, 2.0645, 0.2362, 0, 0, 0, 0, 0, 3.2e-05, 10.4068, 0.073312, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.11568, 0.110016, 0.005632, 1.09283, 0.097568, 0.853696, 0.132608, 0.078176, 0.003296, 0.147616, 0.351968, 0, 1.19584, 6.94336, 0.001728, 0.147232, 0.077728, 0.068352, 0.16096, 0.157888, 0.091616, 0.016064, 0.016064, 0.042656, 
40, 0, 0, 0, 0, 2.2611, 0.1369, 2.5173, 0.2244, 0, 0, 0, 0, 0, 0, 0, 0.0999, 0.3761, 0.1786, 0.1095, 0.4109, 0.1106, 0.1129, 0.0986, 0.1779, 0.1069, 0.2058, 0.159, 0, 0.0906, 0.1987, 0.0892, 0.0957, 0.0905, 0.0882, 0.4042, 0.2635, 0.1653, 2.0697, 1.9654, 0.2077, 0, 0, 0, 0, 0, 3.2e-05, 11.1232, 0.076224, 0, 0, 0, 0, 0, 0, 0, 0, 0.118016, 0.11232, 0.005696, 1.44464, 0.099008, 1.20403, 0.13248, 0.079456, 0.003296, 0.150464, 0.356512, 0, 1.19536, 7.29258, 0.0016, 0.148768, 0.07792, 0.06832, 0.162464, 0.159424, 0.09248, 0.018176, 0.018144, 0.040608, 
40, 0, 0, 0, 0, 0.3588, 0.1088, 2.5943, 0.2148, 0, 0, 0, 0, 0, 0, 0, 0.0971, 0.3648, 0.1712, 0.1064, 0.4121, 0.106, 0.1123, 0.0989, 0.0866, 0.0878, 0.2072, 0.2456, 0, 0.1067, 0.2038, 0.0919, 0.0965, 0.1564, 0.0941, 0.4276, 0.267, 0.163, 1.8466, 1.7064, 0.1656, 0, 0, 0, 0, 0, 0, 9.90048, 0.072512, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.0992, 0.0936, 0.0056, 0.902624, 0.096032, 0.101984, 0.695552, 0.077728, 0.003296, 0.148768, 0.34704, 0, 1.1961, 6.65222, 0.001536, 0.14592, 0.077344, 0.067296, 0.161056, 0.158048, 0.092, 0.017472, 0.017472, 0.039808, 
40, 0, 0, 0, 0, 0.369, 0.1118, 2.6164, 0.2101, 0, 0, 0, 0, 0, 0, 0, 0.0872, 0.5363, 0.2356, 0.1454, 0.4307, 0.122, 0.1126, 0.1025, 0.0962, 0.0882, 0.1865, 0.1954, 0, 0.089, 0.1894, 0.0849, 0.0893, 0.1032, 0.0897, 0.378, 0.2679, 0.1764, 1.7379, 1.5783, 0.1561, 0, 0, 0, 0, 0, 0, 9.32742, 0.07344, 0, 0, 0, 0, 0, 0, 0, 0, 0.108928, 0.1032, 0.005696, 0.336896, 0.095776, 0.10224, 0.12976, 0.0776, 0.003296, 0.146752, 0.348352, 0, 1.19373, 6.63702, 0.000512, 0.145632, 0.07744, 0.067424, 0.161056, 0.15808, 0.091712, 0.015776, 0.015712, 0.03968, 
40, 0, 0, 0, 0, 0.3263, 0.1032, 2.6927, 0.2086, 0, 0, 0, 0, 0, 0, 0, 0.0907, 0.3747, 0.1778, 0.1104, 0.3973, 0.1078, 0.1066, 0.0963, 0.1939, 0.1287, 0.1961, 0.1546, 0, 0.0895, 0.1953, 0.0893, 0.1617, 0.1362, 0.1523, 0.3952, 0.266, 0.1586, 1.6847, 1.5855, 0.141, 0, 0, 0, 0, 0, 3.2e-05, 9.89117, 0.070176, 0, 0, 0, 0, 0, 0, 0, 0, 0.10928, 0.103456, 0.005824, 0.894176, 0.097312, 0.102656, 0.685248, 0.07776, 0.00336, 0.147488, 0.348128, 0, 1.1969, 6.64285, 0.000576, 0.146592, 0.077408, 0.06752, 0.160384, 0.15728, 0.09104, 0.015776, 0.015744, 0.039808, 
45, 0, 0, 0, 0, 0.334, 0.1053, 2.3303, 0.2113, 0, 0, 0, 0, 0, 0, 0, 0.0962, 0.3664, 0.1725, 0.1099, 0.4084, 0.1109, 0.1102, 0.1016, 0.0905, 0.0901, 0.1876, 0.1524, 0, 0.0856, 0.1901, 0.0894, 0.092, 0.0963, 0.0917, 0.3752, 0.2477, 0.1572, 1.7397, 1.6445, 0.1669, 0, 0, 0, 0, 0, 0, 9.91021, 0.071648, 0, 0, 0, 0, 0, 0, 0, 0, 0.106432, 0.100512, 0.00592, 0.885696, 0.096736, 0.64864, 0.131232, 0.0776, 0.003456, 0.148096, 0.346688, 0, 1.19411, 6.6713, 0.000576, 0.146176, 0.077088, 0.067328, 0.160864, 0.157824, 0.09152, 0.015776, 0.015744, 0.039936, 
45, 0, 0, 0, 0, 2.257, 0.1344, 2.5118, 0.2156, 0, 0, 0, 0, 0, 0, 0, 0.0953, 0.3571, 0.1698, 0.105, 0.4479, 0.1059, 0.1514, 0.1051, 0.0831, 0.0858, 0.1819, 0.2061, 0, 0.1328, 0.2111, 0.0951, 0.0975, 0.0928, 0.0903, 0.3919, 0.2793, 0.1797, 1.8115, 1.6826, 0.1618, 0, 0, 0, 0, 0, 0, 9.91949, 0.070464, 0, 0, 0, 0, 0, 0, 0, 0, 0.108992, 0.102976, 0.005952, 0.917664, 0.096768, 0.103712, 0.708096, 0.077632, 0.003424, 0.148288, 0.347104, 0, 1.19296, 6.65357, 0.000544, 0.145792, 0.077184, 0.066848, 0.16016, 0.15712, 0.090912, 0.015552, 0.015552, 0.03968, 
45, 0, 0, 0, 0, 0.3394, 0.1025, 2.5221, 0.2505, 0, 0, 0, 0, 0, 0, 0, 0.0933, 0.382, 0.183, 0.1139, 0.4553, 0.1089, 0.1457, 0.1108, 0.0875, 0.0911, 0.1937, 0.1611, 0, 0.0912, 0.2284, 0.0917, 0.1058, 0.1029, 0.0933, 0.3993, 0.2611, 0.1651, 1.6626, 1.5627, 0.1418, 0, 0, 0, 0, 0, 0, 10.3511, 0.0704, 0, 0, 0, 0, 0, 0, 0, 0, 0.108448, 0.102656, 0.00576, 0.895328, 0.096384, 0.102656, 0.687232, 0.077664, 0.00336, 0.146176, 0.347616, 0, 1.19453, 7.10794, 0.000512, 0.145344, 0.07744, 0.066976, 0.161088, 0.158112, 0.091744, 0.015808, 0.015808, 0.039776, 
45, 0, 0, 0, 0, 0.3208, 0.0997, 2.3465, 0.2068, 0, 0, 0, 0, 0, 0, 0, 0.1104, 0.3566, 0.1667, 0.1067, 0.3977, 0.1085, 0.1105, 0.0969, 0.0875, 0.0879, 0.1981, 0.1513, 0, 0.0876, 0.2088, 0.0913, 0.0981, 0.0962, 0.0874, 0.36, 0.2511, 0.1496, 2.4687, 2.3686, 0.1758, 0, 0, 0, 0, 0, 3.2e-05, 11.1314, 0.070304, 0, 0, 0, 0, 0, 0, 0, 0, 0.108256, 0.102656, 0.005568, 1.97642, 0.096992, 0.102528, 1.76774, 0.078016, 0.003328, 0.148896, 0.348928, 0, 1.19478, 6.80019, 0.000544, 0.147264, 0.077408, 0.067776, 0.160224, 0.157216, 0.091008, 0.015552, 0.01552, 0.039744, 
45, 0, 0, 0, 0, 0.3328, 0.1023, 2.5835, 0.2083, 0, 0, 0, 0, 0, 0, 0, 0.1586, 0.3951, 0.1959, 0.1135, 0.4005, 0.109, 0.1081, 0.0973, 0.0882, 0.0875, 0.1821, 0.1588, 0, 0.089, 0.1914, 0.0884, 0.2148, 0.131, 0.0977, 0.438, 0.2821, 0.18, 1.6604, 1.5514, 0.1333, 0, 0, 0, 0, 0, 0, 9.91437, 0.072128, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.111776, 0.106112, 0.005632, 0.891392, 0.097824, 0.10208, 0.682496, 0.07808, 0.003424, 0.149344, 0.347776, 0, 1.19315, 6.66634, 0.000544, 0.14608, 0.077184, 0.068032, 0.161376, 0.158368, 0.092192, 0.016224, 0.016192, 0.039776, 
50, 0, 0, 0, 0, 0.3015, 0.1045, 2.3004, 0.2132, 0, 0, 0, 0, 0, 0, 0, 0.0952, 0.3345, 0.1567, 0.0997, 0.3706, 0.0988, 0.1019, 0.0908, 0.0792, 0.0804, 0.1939, 0.1648, 0, 0.0898, 0.1906, 0.086, 0.1064, 0.1091, 0.0911, 0.422, 0.3155, 0.2233, 1.6768, 1.5596, 0.1537, 0, 0, 0, 0, 0, 0, 9.9391, 0.07248, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.110272, 0.104576, 0.005664, 0.891744, 0.096704, 0.103136, 0.682912, 0.077664, 0.003392, 0.147648, 0.347904, 0, 1.19414, 6.69357, 0.000544, 0.145824, 0.077184, 0.067584, 0.160384, 0.157376, 0.091008, 0.01568, 0.01568, 0.039712, 
50, 0, 0, 0, 0, 1.7295, 0.095, 2.1862, 0.1858, 0, 0, 0, 0, 0, 0, 0, 0.0949, 0.3405, 0.1606, 0.1027, 0.3782, 0.1077, 0.1007, 0.0917, 0.0786, 0.081, 0.17, 0.1626, 0, 0.0881, 0.1915, 0.0949, 0.0882, 0.0854, 0.08, 0.439, 0.3131, 0.1707, 2.2913, 2.191, 0.1289, 0, 0, 0, 0, 0, 0, 9.9255, 0.070272, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.108896, 0.103392, 0.005504, 0.895936, 0.096512, 0.103264, 0.687136, 0.077504, 0.003328, 0.14688, 0.347328, 0, 1.19277, 6.68195, 0.000544, 0.145984, 0.077088, 0.068032, 0.160864, 0.157856, 0.091712, 0.016064, 0.016, 0.039584, 
50, 0, 0, 0, 0, 0.2785, 0.0902, 2.1006, 0.2265, 0, 0, 0, 0, 0, 0, 0, 0.084, 0.3098, 0.144, 0.0928, 0.354, 0.0979, 0.0937, 0.0835, 0.0745, 0.0874, 0.1591, 0.1392, 0, 0.0794, 0.1785, 0.0809, 0.0859, 0.0835, 0.0819, 0.581, 0.3627, 0.2504, 2.6419, 2.5344, 0.1488, 0, 0, 0, 0, 0, 0, 9.89242, 0.070272, 0, 0, 0, 0, 0, 0, 0, 0, 0.108704, 0.103168, 0.00544, 0.88544, 0.096544, 0.10288, 0.1384, 0.077984, 0.003296, 0.148352, 0.347456, 0, 1.19373, 6.65722, 0.000512, 0.145856, 0.077344, 0.067296, 0.16016, 0.157152, 0.090784, 0.01584, 0.01584, 0.039808, 
50, 0, 0, 0, 0, 0.3352, 0.0972, 2.2874, 0.192, 0, 0, 0, 0, 0, 0, 0, 0.0827, 0.4686, 0.1569, 0.2316, 0.4019, 0.1088, 0.1101, 0.0918, 0.0828, 0.0804, 0.176, 0.1409, 0, 0.078, 0.1757, 0.0812, 0.0838, 0.0861, 0.0824, 0.4986, 0.3757, 0.2887, 2.4463, 2.3366, 0.1564, 0, 0, 0, 0, 0, 3.2e-05, 9.93126, 0.070336, 0, 0, 0, 0, 0, 0, 0, 0, 0.109504, 0.103936, 0.005504, 0.341472, 0.09712, 0.103168, 0.132224, 0.0776, 0.00352, 0.147616, 0.347744, 0, 1.73709, 6.6943, 0.000608, 0.146272, 0.077472, 0.068288, 0.160704, 0.157664, 0.09152, 0.016384, 0.016352, 0.04256, 
50, 0, 0, 0, 0, 0.3568, 0.111, 2.3279, 0.2167, 0, 0, 0, 0, 0, 0, 0, 0.0945, 0.3548, 0.1668, 0.1084, 0.3983, 0.1076, 0.1096, 0.0963, 0.0862, 0.1035, 0.179, 0.1489, 0, 0.085, 0.208, 0.0897, 0.0919, 0.0922, 0.0877, 0.3896, 0.2485, 0.155, 2.4052, 2.3022, 0.1382, 0, 0, 0, 0, 0, 0, 10.4437, 0.074336, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.109728, 0.104032, 0.005664, 0.340448, 0.09808, 0.102272, 0.131136, 0.078976, 0.003424, 0.14864, 0.351232, 0, 2.22691, 6.70483, 0.001504, 0.148384, 0.077824, 0.068064, 0.161952, 0.158944, 0.092352, 0.018176, 0.018176, 0.040384, 
55, 0, 0, 0, 0, 0.2696, 0.0861, 2.2374, 0.2159, 0, 0, 0, 0, 0, 0, 0, 0.0797, 0.3283, 0.1552, 0.1012, 0.4317, 0.0913, 0.164, 0.0975, 0.083, 0.0801, 0.174, 0.1418, 0, 0.0787, 0.1911, 0.0831, 0.1097, 0.0851, 0.0803, 0.5008, 0.3613, 0.2492, 2.5985, 2.4768, 0.1559, 0, 0, 0, 0, 0, 3.2e-05, 9.95501, 0.071584, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.109312, 0.103392, 0.005888, 0.900768, 0.0968, 0.101856, 0.692896, 0.077824, 0.003424, 0.148512, 0.34656, 0, 1.1937, 6.70054, 0.000544, 0.146144, 0.077632, 0.068288, 0.163488, 0.160416, 0.094144, 0.017088, 0.017088, 0.039712, 
55, 0, 0, 0, 0, 1.8217, 0.1018, 2.2004, 0.1916, 0, 0, 0, 0, 0, 0, 0, 0.081, 0.3277, 0.1503, 0.1023, 0.3751, 0.0999, 0.1011, 0.0925, 0.0819, 0.0786, 0.1613, 0.1352, 0, 0.0776, 0.1694, 0.077, 0.0936, 0.1001, 0.1721, 0.381, 0.2527, 0.1573, 1.6535, 1.5294, 0.13, 0, 0, 0, 0, 0, 0, 9.92506, 0.06928, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.107744, 0.102112, 0.005568, 0.341248, 0.096864, 0.102624, 0.132736, 0.077888, 0.00352, 0.148224, 0.348384, 0, 1.73859, 6.68762, 0.000544, 0.146752, 0.077088, 0.068128, 0.16048, 0.157312, 0.090944, 0.015776, 0.015744, 0.03968, 
55, 0, 0, 0, 0, 0.2701, 0.0888, 2.125, 0.1952, 0, 0, 0, 0, 0, 0, 0, 0.085, 0.3375, 0.1566, 0.1016, 0.3712, 0.0993, 0.1009, 0.0894, 0.0827, 0.0762, 0.1715, 0.1379, 0, 0.0762, 0.1722, 0.0819, 0.0853, 0.0855, 0.0799, 0.5146, 0.2422, 0.1427, 2.0704, 1.9593, 0.1595, 0, 0, 0, 0, 0, 0, 9.91942, 0.071296, 0, 0, 0, 0, 0, 0, 0, 3.2e-05, 0.108224, 0.102656, 0.005504, 0.891264, 0.09664, 0.102912, 0.682432, 0.077536, 0.00336, 0.148, 0.348032, 0, 1.19443, 6.67709, 0.000544, 0.14656, 0.077152, 0.066496, 0.161088, 0.15808, 0.09168, 0.015808, 0.015808, 0.039776, 
